Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Mental_Health_Benefit,Musical_Features
In The Night,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Badrenath,34,0.81,0.879,2,-8.14,0,0.108,0.138,0.000317,0.211,0.601,104.989,179543,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
GANGNUM,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",HARD DRIVE Vol. 1,35,0.877,0.525,1,-6.217,1,0.162,0.00428,0,0.133,0.717,150.008,170400,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Bawshonto Eshe Geche (Male),Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Chotushkone,34,0.552,0.635,4,-8.32,1,0.0301,0.107,0.00521,0.134,0.463,117.913,251578,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
did you/fall apart,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",cold/mess,36,0.512,0.165,1,-12.687,1,0.033,0.899,0.236,0.0979,0.0869,140.81,172298,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
ERA,King,70,"['desi pop', 'hindi hip hop']",The Gorilla Bounce,35,0.778,0.762,11,-7.614,1,0.244,0.159,0,0.138,0.563,81.998,234146,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Thoda Samjha Karo,King,70,"['desi pop', 'hindi hip hop']",The Carnival,34,0.588,0.474,11,-8.469,0,0.377,0.73,0,0.108,0.66,85.683,238612,neutral,neutral,neutral
Na Heer Na Ranjha,Void,30,"['desi emo rap', 'desi hip hop', 'hindi hip hop']",Na Heer Na Ranjha,34,0.723,0.515,1,-8.504,1,0.146,0.28,0,0.137,0.529,81.981,228330,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Nayaab,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Nayaab,35,0.684,0.553,10,-7.806,0,0.228,0.62,0,0.103,0.339,93.96,127453,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kavi,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,34,0.807,0.699,10,-4.402,0,0.0372,0.00702,0.221,0.147,0.166,109.977,213818,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Shining Star,King,70,"['desi pop', 'hindi hip hop']",Shining Star,35,0.796,0.738,6,-8.061,0,0.14,0.149,0.127,0.104,0.514,125.007,165120,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Jaago,Lifafa,39,"['hindi indie', 'indian electronic', 'indian indie', 'new delhi indie']",Jaago,36,0.43,0.303,5,-13.12,1,0.0665,0.552,0.0984,0.298,0.0398,129.898,260500,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Chhod Dala,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,35,0.802,0.742,4,-5.456,0,0.227,0.168,0,0.19,0.516,122.082,236551,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
intezaar,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Genesis 1:1,37,0.638,0.489,11,-6.206,1,0.0278,0.582,0,0.0965,0.548,106.915,152523,neutral,neutral,neutral
Taaj - Acoustic,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Marigold Soundsystem (Deluxe),36,0.527,0.369,2,-9.446,1,0.028,0.707,0.000424,0.146,0.583,106.126,165849,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
"Naagan (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Honey 3.0,35,0.872,0.855,4,-4.759,1,0.0481,0.121,2.17E-06,0.0935,0.663,104.094,235386,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Pain,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,34,0.554,0.753,10,-6.948,0,0.346,0.542,0.000286,0.231,0.715,95.647,164505,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Pain,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",8 Saal,34,0.945,0.535,2,-6.488,1,0.0644,0.483,0,0.0797,0.628,115.03,200347,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Find You,Pineapple Express,30,"['bangalore indie', 'hindi indie', 'indian fusion', 'indian indie']",Deja Vu,35,0.247,0.34,1,-8.819,1,0.03,0.769,0.00349,0.106,0.356,179.539,284000,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
KAHA PAR HUN,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",8 Saal,34,0.861,0.753,0,-4.693,1,0.122,0.419,0,0.117,0.576,130.014,143538,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
King Of Indian Hip Hop,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of Indian Hip Hop,34,0.676,0.806,11,-4.61,1,0.367,0.246,0,0.179,0.865,91.268,440869,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Zindagi Question Paper,The Siege,37,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",Slightly Better Days,35,0.814,0.413,2,-6.693,0,0.0969,0.669,0.000576,0.107,0.537,101.04,190693,neutral,neutral,neutral
"Issey Kehte Hain Hip Hop (From ""Issey Kehte Hain Hip Hop"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,34,0.911,0.608,4,-5.438,0,0.249,0.283,1.34E-06,0.113,0.652,100.013,194168,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Wahin Ka Wahin,Lifafa,39,"['hindi indie', 'indian electronic', 'indian indie', 'new delhi indie']",SUPERPOWER 2020,35,0.572,0.569,0,-10.232,0,0.0403,0.21,0.0166,0.257,0.306,94.953,341052,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Scene Kya Hai,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Raja Baja,34,0.606,0.899,0,-6.827,1,0.266,0.00185,9.52E-06,0.732,0.689,141.923,152112,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Roll Up,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Roll Up,33,0.706,0.67,0,-5.094,0,0.17,0.138,0,0.115,0.255,178.117,195505,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Tab Bhi Tu,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",October (Original Motion Picture Soundtrack),34,0.264,0.437,11,-6.086,0,0.0305,0.876,0,0.118,0.136,175.424,326635,neutral,neutral,neutral
"Dheere Dheere (From ""Dheere Dheere"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Best Of Hrithik,34,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,212412,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
HELLO,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",PRAA,33,0.893,0.633,2,-4.944,1,0.198,0.0398,0,0.134,0.671,139.98,174897,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Napaak,Naezy,41,"['desi hip hop', 'hindi hip hop']",Napaak,34,0.762,0.797,1,-5.527,1,0.318,0.117,0,0.275,0.436,94.11,142978,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kadak Ban,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Kadak Ban,33,0.677,0.691,1,-11.479,1,0.409,0.00854,0,0.151,0.794,197.954,134500,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Mein Aur Mere Idols,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Mein Aur Mere Idols,36,0.817,0.761,4,-6.2,0,0.166,0.434,0,0.0646,0.226,95.061,305841,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Azaad Hoon,Prince Robinson,20,['hindi worship'],Azaad Hoon,33,0.517,0.438,7,-14.293,1,0.0332,0.0433,1.72E-06,0.0895,0.242,129.901,321230,neutral,neutral,neutral
Jump Kar,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Jump Kar,33,0.851,0.745,2,-5.801,1,0.202,0.133,0,0.0966,0.469,133.902,171444,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Sun Toh,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Mismatched: Season 1 (Music from the Netflix Original Series),34,0.638,0.721,0,-9.645,1,0.0624,0.13,0.0225,0.0974,0.57,134.969,174222,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Khwabida,Bharg,45,"['desi hip hop', 'hindi hip hop']",Crew (Original Motion Picture Soundtrack),36,0.859,0.557,6,-6.244,1,0.143,0.0284,2.02E-06,0.078,0.498,104.966,192571,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Oh My God,Panther,53,"['desi hip hop', 'hindi hip hop']",Oh My God,33,0.931,0.607,5,-9.993,1,0.11,0.105,0,0.11,0.786,127.031,166299,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Aafat Waapas,Naezy,41,"['desi hip hop', 'hindi hip hop']",Aafat Waapas - Single,34,0.92,0.877,6,-3.874,1,0.219,0.122,0,0.0939,0.524,130.026,171802,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Sunday - Trending Version,Aditya A,61,"['desi pop', 'hindi indie']",Sunday (Trending Version),34,0.425,0.502,10,-9.074,0,0.0887,0.88,0.00254,0.516,0.76,128.766,59061,neutral,neutral,neutral
"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",34,0.765,0.89,5,-4.608,0,0.0824,0.502,0,0.0423,0.918,99.961,226696,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Urvashi,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Top 20 - Bollywood Dance Songs 2018,35,0.792,0.703,0,-4.343,1,0.0368,0.195,0,0.072,0.634,105.995,215483,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Kaliyaan,Lost Stories,47,"['hindi indie', 'indian edm', 'indian indie']",Kaliyaan,35,0.749,0.7,0,-7.418,1,0.0514,0.0928,3.14E-05,0.524,0.338,106.027,159622,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Maeri,Palash Sen,42,"['filmi', 'hindi indie', 'indian indie', 'sufi']",Euphoria,34,0.358,0.591,8,-5.172,1,0.0462,0.526,0,0.187,0.412,79.668,332733,Fear,"Calmness, Reassurance, Grounding","Soft Tempo, Gentle Repetitive Melody"
MMM,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",MMM,34,0.788,0.6,10,-6.711,0,0.301,0.117,0,0.106,0.421,152.828,277647,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Drill,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Drill,34,0.546,0.872,3,-4.495,1,0.372,0.294,0,0.34,0.714,100.666,148333,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Aur Ek,Kidshot,34,"['desi hip hop', 'hindi hip hop']",Aur Ek,33,0.652,0.844,10,-4.431,0,0.226,0.0708,0,0.101,0.454,71.895,229661,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Nazarbhattu Freestyle,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,33,0.831,0.599,10,-3.586,0,0.344,0.5,0,0.0998,0.708,169.846,148984,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Zeher,Dream Note,51,"['desi pop', 'hindi indie', 'indian indie']",Zeher,35,0.845,0.342,4,-11.356,0,0.0417,0.617,0.00177,0.0898,0.771,127.987,200624,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Kaam Bhaari,Kaam Bhaari,37,"['desi hip hop', 'hindi hip hop']",Gully Boy (Original Motion Picture Soundtrack),34,0.833,0.82,7,-8.502,0,0.0836,0.579,0.00313,0.0506,0.903,130.011,138222,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Gustaakh,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,34,0.504,0.875,0,-5.133,1,0.0405,0.000446,0.00051,0.103,0.419,143,184320,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
"Fugly (From ""Fugly"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,33,0.89,0.717,1,-5.858,1,0.0401,0.112,0.063,0.0402,0.658,100.034,153623,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Drill Karte,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Punya Paap,34,0.827,0.543,1,-8.206,0,0.35,0.34,0,0.307,0.767,140.018,209142,Grief,"Emotional Release, Grief Support, Coping with Loss","Fast Tempo, Major Harmony, Bright Timbre"
Amar Mawte (Female),Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Hemlock Society (Original Motion Picture Soundtrack),34,0.743,0.343,10,-9.711,1,0.0297,0.798,1.26E-05,0.1,0.68,105.014,330187,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
"Alada Alada (From ""Ardhangini"")",Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']","Alada Alada (From ""Ardhangini"")",35,0.766,0.336,4,-11.55,0,0.0373,0.826,0,0.0813,0.363,100.025,243204,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Vaaqif,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,34,0.541,0.499,1,-8.976,1,0.0341,0.195,0.0121,0.135,0.156,116.997,380927,neutral,neutral,neutral
pia <3,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",pia <3,34,0.558,0.648,7,-7.459,1,0.0235,0.204,0.0193,0.126,0.355,91.019,163516,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Aradhana Karun,Sheldon Bangera,41,['hindi worship'],Nachoonga,33,0.505,0.472,4,-8.075,1,0.0249,0.769,2.79E-06,0.331,0.126,76.991,240721,neutral,neutral,neutral
Anokha Pyaar,Ashley Joseph,29,['hindi worship'],Anokha Pyaar,33,0.535,0.566,7,-10.628,1,0.0354,0.045,0,0.0817,0.518,74.979,249382,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Bloom,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do,35,0.606,0.488,7,-7.339,1,0.0255,0.597,0.0982,0.184,0.468,81.019,219573,neutral,neutral,neutral
Ishq Samundar - Nemo Remix,King,70,"['desi pop', 'hindi hip hop']",Ishq Samundar (Nemo Remix),35,0.698,0.801,7,-5.71,1,0.0393,0.000706,0.411,0.0875,0.163,104.984,169142,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Shehnai,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Punya Paap,33,0.73,0.576,10,-9.218,1,0.243,0.00343,0,0.141,0.601,99.958,153600,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Walking Miracle,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Punya Paap,34,0.589,0.807,2,-5.303,1,0.44,0.236,8.13E-05,0.0644,0.345,85.978,257183,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Rent is Due,The Siege,37,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",Rent is Due,33,0.787,0.733,2,-5.074,1,0.269,0.064,0,0.0907,0.255,133.216,192000,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Beta Karta Rap,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,33,0.717,0.821,2,-5.404,1,0.169,0.089,0,0.0878,0.305,110.04,200727,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
PICASSO,King,70,"['desi pop', 'hindi hip hop']",The Gorilla Bounce,33,0.458,0.685,7,-5.868,0,0.244,0.336,0,0.189,0.345,183.483,232000,Loneliness,"Emotional Comfort, Self-Expression, Coping with Isolation","Rhythm, Warm Timbre, Moderate Tempo, Nostalgic Themes"
Off Beat,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,34,0.724,0.641,8,-9.117,1,0.0705,0.298,0.000105,0.106,0.7,159.981,180750,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Drown,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",The Way That Lovers Do,34,0.358,0.58,5,-9.924,1,0.045,0.768,0.0058,0.127,0.352,98.853,167586,Fear,"Calmness, Reassurance, Grounding","Soft Tempo, Gentle Repetitive Melody"
Changed,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Monsoon,33,0.578,0.555,8,-6.311,0,0.279,0.213,0,0.0829,0.134,124.926,240454,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Mimmi,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Mimmi,34,0.225,0.546,11,-7.595,1,0.051,0.156,0,0.174,0.303,63.82,178215,Fear,"Calmness, Reassurance, Grounding","Soft Tempo, Gentle Repetitive Melody"
Hitman,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gunehgar,33,0.832,0.839,2,-4.294,1,0.253,0.0495,1.76E-06,0.0745,0.565,87.982,203011,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Rangey Haath,Panther,53,"['desi hip hop', 'hindi hip hop']",Flying Towards The City,34,0.607,0.534,1,-5.823,1,0.398,0.242,0,0.0577,0.678,161.453,256624,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Kya Din The Woh,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",King Of The Streets,34,0.78,0.747,8,-5.516,0,0.26,0.259,0,0.509,0.6,89.99,185331,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
10 Peti,The Siege,37,"['desi hip hop', 'hindi hip hop', 'indian underground rap']",10 Peti,33,0.688,0.588,1,-7.472,1,0.107,0.101,0,0.101,0.151,143.931,192222,Optimism,"Energy Boost, Increased Motivation, Focus","Moderate Tempo, Consonant Harmony, Balanced Dynamics"
Raat Raazi,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Raat Raazi,34,0.481,0.254,4,-10.642,1,0.0307,0.756,0.372,0.103,0.138,105.418,286956,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Nazaare,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Nazaare,34,0.653,0.873,11,-8.053,1,0.0472,0.00232,0.132,0.0772,0.492,134.02,132537,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Bhayanak Atma,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Bhayanak Atma,32,0.565,0.971,5,-5.746,1,0.174,0.00139,0.176,0.148,0.666,194.019,210300,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Co2 - Acoustic,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Co2 (Acoustic),33,0.654,0.233,0,-8.322,1,0.0415,0.768,0,0.0982,0.596,81.786,167023,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Ekla Cholo Re,Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Ekla Cholo Re,33,0.535,0.236,3,-11.673,1,0.0383,0.912,2.78E-05,0.108,0.306,127.344,270040,Guilt,"Emotional Release, Reassurance, Self-Compassion","Slow Tempo, Soft Dynamics, Warm Timbre"
Katakuti Khela (Reprise),Anupam Roy,56,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",Zulfiqar (Original Motion Picture Soundtrack),33,0.579,0.348,0,-9.646,1,0.0569,0.661,0,0.171,0.0846,159.918,263296,Sadness,"Mood Upliftment, Emotional Release, Grief Support","Dynamics, Moderate Tempo, Ascending Melody, Major Harmony"
Dakla 4,Bandish Projekt,43,"['desi hip hop', 'gujarati garba', 'hindi hip hop']",Dakla 4,33,0.664,0.796,1,-4.229,0,0.0585,0.107,0.101,0.115,0.143,144.926,328375,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Aane De,Naezy,41,"['desi hip hop', 'hindi hip hop']",Aane De - Single,32,0.687,0.932,10,-3.519,0,0.286,0.308,0.00192,0.18,0.478,145.169,165327,Excitement,"Focus, Energy Boost, Motivation","Fast Tempo, Complex Rhythm, Bright Timbre"
Doori,Rishi Rich,44,"['bhangra', 'desi hip hop', 'hindi indie']",Gully Boy (Original Motion Picture Soundtrack),34,0.722,0.43,5,-13.041,0,0.0557,0.0448,0.0492,0.156,0.33,93.999,135319,neutral,neutral,neutral
